"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N"
"1500000US261635262001","Block Group 1, Census Tract 5262, Wayne County, Michigan","1239","1043","581","34","25","3","0","400","196","192","17","1","9","0","148","3","0","0","4","0","0","10","0","0","0","4","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635262002","Block Group 2, Census Tract 5262, Wayne County, Michigan","830","684","342","21","6","4","0","311","146","141","10","3","9","0","114","0","0","0","5","0","0","0","0","0","0","5","1","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635262003","Block Group 3, Census Tract 5262, Wayne County, Michigan","957","800","364","98","20","2","0","316","157","152","22","2","6","0","119","1","0","0","1","0","0","0","0","0","1","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635263001","Block Group 1, Census Tract 5263, Wayne County, Michigan","1017","756","204","52","35","0","0","465","261","255","17","0","0","0","211","2","0","0","12","0","0","12","0","0","1","6","0","0","0","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635263002","Block Group 2, Census Tract 5263, Wayne County, Michigan","935","745","191","168","41","2","0","343","190","175","8","5","0","0","146","1","0","0","9","0","0","6","0","0","0","13","0","4","0","3","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635263003","Block Group 3, Census Tract 5263, Wayne County, Michigan","1393","1124","273","40","49","6","0","756","269","263","0","4","0","0","242","1","0","1","12","0","0","3","0","0","0","6","3","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635264001","Block Group 1, Census Tract 5264, Wayne County, Michigan","742","637","124","68","17","2","0","426","105","95","9","2","0","0","71","0","0","1","8","0","0","4","0","0","0","8","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"1500000US261635264002","Block Group 2, Census Tract 5264, Wayne County, Michigan","675","548","69","172","14","1","0","292","127","126","15","4","3","0","96","0","0","0","7","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635265001","Block Group 1, Census Tract 5265, Wayne County, Michigan","940","851","34","624","10","3","0","180","89","85","12","0","4","0","54","6","2","0","7","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635265002","Block Group 2, Census Tract 5265, Wayne County, Michigan","856","791","37","591","4","0","0","159","65","64","8","0","1","0","52","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635279001","Block Group 1, Census Tract 5279, Wayne County, Michigan","372","361","8","337","2","0","0","14","11","11","4","0","1","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635279002","Block Group 2, Census Tract 5279, Wayne County, Michigan","396","376","22","278","2","0","0","74","20","16","3","0","0","0","11","0","0","0","2","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635279003","Block Group 3, Census Tract 5279, Wayne County, Michigan","507","492","12","440","2","0","0","38","15","10","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1500000US261635279004","Block Group 4, Census Tract 5279, Wayne County, Michigan","560","538","22","407","11","1","0","97","22","21","6","1","0","0","7","2","0","0","4","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635301001","Block Group 1, Census Tract 5301, Wayne County, Michigan","1055","1028","44","960","3","0","0","21","27","21","11","1","0","0","0","5","1","0","3","0","0","0","0","0","0","4","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635301002","Block Group 2, Census Tract 5301, Wayne County, Michigan","1281","1252","48","1193","1","2","0","8","29","21","10","2","0","0","0","3","1","0","5","0","0","0","0","0","0","7","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635302001","Block Group 1, Census Tract 5302, Wayne County, Michigan","1562","1506","89","1410","1","4","0","2","56","50","25","0","1","0","4","12","5","0","3","0","0","0","0","0","0","6","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635302002","Block Group 2, Census Tract 5302, Wayne County, Michigan","1196","1160","27","1117","5","6","0","5","36","30","14","2","3","0","1","9","0","0","1","0","0","0","0","0","0","6","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635302003","Block Group 3, Census Tract 5302, Wayne County, Michigan","788","768","513","191","0","52","0","12","20","18","11","4","0","0","2","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635303001","Block Group 1, Census Tract 5303, Wayne County, Michigan","762","733","8","717","4","0","0","4","29","26","11","0","0","1","0","13","1","0","0","0","0","0","0","0","0","3","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635303002","Block Group 2, Census Tract 5303, Wayne County, Michigan","579","558","6","547","2","0","0","3","21","19","15","0","1","0","0","1","2","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635303003","Block Group 3, Census Tract 5303, Wayne County, Michigan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635304001","Block Group 1, Census Tract 5304, Wayne County, Michigan","554","541","2","534","4","0","1","0","13","7","1","0","0","0","2","0","0","0","3","0","0","1","0","0","0","6","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635304002","Block Group 2, Census Tract 5304, Wayne County, Michigan","729","723","5","710","4","0","0","4","6","6","1","1","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635305001","Block Group 1, Census Tract 5305, Wayne County, Michigan","925","868","42","811","0","7","0","8","57","44","22","5","1","0","9","4","0","0","2","0","0","0","0","0","1","11","7","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635305002","Block Group 2, Census Tract 5305, Wayne County, Michigan","1328","1268","66","1176","1","7","0","18","60","50","23","0","0","0","4","21","1","0","0","0","0","1","0","0","0","9","4","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635308001","Block Group 1, Census Tract 5308, Wayne County, Michigan","791","767","26","735","1","2","0","3","24","20","5","3","1","0","0","10","1","0","0","0","0","0","0","0","0","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635308002","Block Group 2, Census Tract 5308, Wayne County, Michigan","603","573","4","562","1","0","0","6","30","29","21","4","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635309001","Block Group 1, Census Tract 5309, Wayne County, Michigan","719","700","18","669","1","0","0","12","19","18","11","0","0","0","3","1","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635309002","Block Group 2, Census Tract 5309, Wayne County, Michigan","336","318","16","295","6","1","0","0","18","15","11","0","0","0","0","3","0","0","0","0","0","0","1","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635309003","Block Group 3, Census Tract 5309, Wayne County, Michigan","643","617","5","600","0","7","0","5","26","23","14","0","3","0","2","3","0","0","1","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635311001","Block Group 1, Census Tract 5311, Wayne County, Michigan","946","917","19","881","7","0","5","5","29","28","12","2","2","1","3","6","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635312001","Block Group 1, Census Tract 5312, Wayne County, Michigan","992","927","186","719","6","4","0","12","65","55","19","0","2","0","7","21","4","0","2","0","0","0","0","0","0","8","1","0","0","5","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635312002","Block Group 2, Census Tract 5312, Wayne County, Michigan","1250","1200","226","950","4","12","0","8","50","39","9","3","2","0","11","8","4","0","2","0","0","0","0","0","0","9","4","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1"
"1500000US261635313001","Block Group 1, Census Tract 5313, Wayne County, Michigan","1153","1114","55","1036","1","5","0","17","39","30","18","0","0","0","2","7","1","1","1","0","0","0","0","0","0","8","4","0","0","0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635314001","Block Group 1, Census Tract 5314, Wayne County, Michigan","711","692","30","656","3","1","0","2","19","16","2","0","2","0","2","6","0","0","4","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635314002","Block Group 2, Census Tract 5314, Wayne County, Michigan","807","773","45","714","1","9","0","4","34","33","14","1","2","0","0","16","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635315011","Block Group 1, Census Tract 5315.01, Wayne County, Michigan","661","618","51","548","2","2","0","15","43","36","20","6","1","1","2","3","0","0","3","0","0","0","0","0","0","5","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635315012","Block Group 2, Census Tract 5315.01, Wayne County, Michigan","615","601","11","587","0","0","0","3","14","13","9","1","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635315021","Block Group 1, Census Tract 5315.02, Wayne County, Michigan","809","760","12","747","0","0","1","0","49","45","23","1","0","0","2","9","2","0","6","0","0","0","0","2","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635316001","Block Group 1, Census Tract 5316, Wayne County, Michigan","645","625","11","611","1","1","0","1","20","13","7","0","1","0","0","3","0","0","2","0","0","0","0","0","0","4","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635316002","Block Group 2, Census Tract 5316, Wayne County, Michigan","999","963","18","936","5","0","0","4","36","25","10","0","0","0","4","5","1","0","5","0","0","0","0","0","0","9","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635317001","Block Group 1, Census Tract 5317, Wayne County, Michigan","766","749","12","733","0","2","0","2","17","10","2","0","0","0","1","6","0","1","0","0","0","0","0","0","0","6","3","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635317002","Block Group 2, Census Tract 5317, Wayne County, Michigan","879","844","16","809","1","2","1","15","35","30","20","0","1","0","1","5","0","3","0","0","0","0","0","0","0","4","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635318001","Block Group 1, Census Tract 5318, Wayne County, Michigan","779","763","22","738","0","0","0","3","16","16","12","0","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635318002","Block Group 2, Census Tract 5318, Wayne County, Michigan","721","679","3","674","0","0","0","2","42","41","8","0","0","0","11","7","4","0","9","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635319001","Block Group 1, Census Tract 5319, Wayne County, Michigan","866","825","47","754","8","1","0","15","41","39","24","1","0","0","5","4","1","0","1","0","1","0","0","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635321001","Block Group 1, Census Tract 5321, Wayne County, Michigan","941","877","247","613","3","6","0","8","64","62","15","8","10","0","12","12","0","0","3","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635321002","Block Group 2, Census Tract 5321, Wayne County, Michigan","1221","1167","170","972","7","13","0","5","54","49","23","0","4","0","7","7","1","0","1","0","1","2","0","3","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635324001","Block Group 1, Census Tract 5324, Wayne County, Michigan","1569","1477","186","1261","7","8","0","15","92","78","32","7","4","0","8","13","0","0","14","0","0","0","0","0","0","14","6","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635326001","Block Group 1, Census Tract 5326, Wayne County, Michigan","841","798","69","709","0","12","0","8","43","37","19","2","0","0","2","9","0","0","5","0","0","0","0","0","0","6","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635326002","Block Group 2, Census Tract 5326, Wayne County, Michigan","1227","1166","151","914","0","84","1","16","61","48","13","1","0","0","16","8","5","0","4","1","0","0","0","0","0","12","6","0","0","1","1","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635327001","Block Group 1, Census Tract 5327, Wayne County, Michigan","558","541","33","499","1","3","0","5","17","9","6","1","1","0","1","0","0","0","0","0","0","0","0","0","0","7","2","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635330001","Block Group 1, Census Tract 5330, Wayne County, Michigan","716","688","79","593","0","0","0","16","28","22","6","0","0","0","6","4","3","0","2","0","0","0","0","1","0","5","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635330002","Block Group 2, Census Tract 5330, Wayne County, Michigan","710","678","107","558","0","4","0","9","32","26","18","0","0","1","4","1","0","0","2","0","0","0","0","0","0","5","1","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635331001","Block Group 1, Census Tract 5331, Wayne County, Michigan","576","555","25","523","2","0","0","5","21","18","11","2","2","0","1","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635331002","Block Group 2, Census Tract 5331, Wayne County, Michigan","812","788","61","709","2","3","0","13","24","20","5","1","1","0","8","2","2","1","0","0","0","0","0","0","0","3","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635332001","Block Group 1, Census Tract 5332, Wayne County, Michigan","527","516","15","497","1","2","0","1","11","11","9","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635332002","Block Group 2, Census Tract 5332, Wayne County, Michigan","577","551","4","535","2","4","0","6","26","24","14","0","0","0","0","8","1","0","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635333001","Block Group 1, Census Tract 5333, Wayne County, Michigan","546","527","34","476","0","2","0","15","19","17","7","1","0","1","5","1","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635333002","Block Group 2, Census Tract 5333, Wayne County, Michigan","650","627","25","583","3","1","0","15","23","21","8","0","1","1","0","9","0","0","1","1","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635334001","Block Group 1, Census Tract 5334, Wayne County, Michigan","615","604","6","591","0","3","0","4","11","6","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635334002","Block Group 2, Census Tract 5334, Wayne County, Michigan","911","870","26","832","3","3","0","6","41","35","17","0","0","0","3","7","2","0","6","0","0","0","0","0","0","6","2","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635334003","Block Group 3, Census Tract 5334, Wayne County, Michigan","689","673","27","641","0","2","0","3","16","15","6","0","0","1","0","6","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635336001","Block Group 1, Census Tract 5336, Wayne County, Michigan","574","545","34","488","3","0","0","20","29","28","18","0","1","0","6","1","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635336002","Block Group 2, Census Tract 5336, Wayne County, Michigan","816","786","30","717","9","0","0","30","30","28","5","0","0","0","14","8","0","0","1","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635338001","Block Group 1, Census Tract 5338, Wayne County, Michigan","434","426","13","402","5","0","0","6","8","8","3","0","0","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635338002","Block Group 2, Census Tract 5338, Wayne County, Michigan","553","531","15","513","1","0","0","2","22","19","12","1","1","0","1","2","0","0","1","1","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635338003","Block Group 3, Census Tract 5338, Wayne County, Michigan","424","392","12","372","0","0","0","8","32","24","10","0","0","0","11","1","0","0","2","0","0","0","0","0","0","8","3","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635338004","Block Group 4, Census Tract 5338, Wayne County, Michigan","510","474","14","425","2","1","0","32","36","33","8","0","1","0","8","7","0","0","5","0","0","0","0","0","4","3","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635339001","Block Group 1, Census Tract 5339, Wayne County, Michigan","864","816","200","589","1","8","1","17","48","43","10","3","4","0","10","12","1","0","2","0","0","0","1","0","0","5","1","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635339002","Block Group 2, Census Tract 5339, Wayne County, Michigan","792","772","76","656","4","30","0","6","20","19","12","0","0","0","1","3","0","0","3","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635339003","Block Group 3, Census Tract 5339, Wayne County, Michigan","1319","1240","285","894","0","45","0","16","79","74","24","8","9","0","12","12","1","0","3","0","0","0","4","1","0","5","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635339004","Block Group 4, Census Tract 5339, Wayne County, Michigan","381","344","218","91","2","29","1","3","37","31","10","1","7","1","9","2","0","0","0","0","0","0","0","1","0","6","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635341001","Block Group 1, Census Tract 5341, Wayne County, Michigan","540","519","3","508","1","0","0","7","21","11","6","0","0","0","0","1","0","0","1","0","0","3","0","0","0","8","6","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
